name,display_rank,rank,tied
California State University--Long Beach,#105,105,TRUE
CUNY--City College,#105,105,TRUE
George Mason University,#105,105,TRUE
Louisiana Christian University,#105,105,TRUE
Middle Georgia State University,#105,105,TRUE
Saint Louis University,#105,105,TRUE
San Diego State University,#105,105,TRUE
Shorter University,#105,105,TRUE
University of Colorado Boulder,#105,105,TRUE
"University of Tennessee, Knoxville",#105,105,TRUE
Yeshiva University,#105,105,TRUE
Centenary University,#106,106,FALSE
Linfield University,#107,107,TRUE
Lycoming College,#107,107,TRUE
Randolph-Macon College,#107,107,TRUE
Susquehanna University,#107,107,TRUE
Westmont College,#107,107,TRUE
Evangel University,#108,108,TRUE
Henderson State University,#108,108,FALSE
Judson University,#108,108,TRUE
Avila University,#109,109,TRUE
Fort Hays State University,#109,109,TRUE
Bethel University (TN),#110,110,TRUE
ECPI University,#110,110,TRUE
Life University,#110,110,TRUE
Savannah State University,#110,110,TRUE
Albertus Magnus College,#111,111,TRUE
Delaware State University,#111,111,TRUE
Frostburg State University,#111,111,TRUE
Georgian Court University,#111,111,TRUE
Waynesburg University,#111,111,TRUE
Bennington College,#112,112,TRUE
Greenville University,#112,112,TRUE
Hanover College,#112,112,TRUE
Hendrix College,#112,112,TRUE
Indiana University--South Bend,#112,112,TRUE
MidAmerica Nazarene University,#112,112,TRUE
University of Jamestown,#112,112,TRUE
Westminster College (PA),#112,112,TRUE
Union College (KY),#113,113,FALSE
Brigham Young University,#115,115,TRUE
Howard University,#115,115,TRUE
Iowa State University of Science and Technology,#115,115,TRUE
SUNY College of Environmental Science and Forestry,#115,115,TRUE
University of Arizona,#115,115,TRUE
University of New Hampshire,#115,115,TRUE
University of San Francisco,#115,115,TRUE
The University of Texas at Dallas,#115,115,TRUE
University of Utah,#115,115,TRUE
Cornell College,#116,116,TRUE
Hampden-Sydney College,#116,116,TRUE
Holy Family University,#116,116,TRUE
Kutztown University of Pennsylvania,#116,116,TRUE
Luther College,#116,116,TRUE
Millersville University of Pennsylvania,#116,116,TRUE
Ohio Wesleyan University,#116,116,TRUE
Saint Michael's College,#116,116,TRUE
Indiana University--Kokomo,#117,117,TRUE
Mount Marty University,#117,117,TRUE
Purdue University--Fort Wayne,#117,117,TRUE
Inter American University of Puerto Rico--Aguadilla,#118,118,TRUE
Inter American University of Puerto Rico--Arecibo,#118,118,TRUE
Nichols College,#118,118,FALSE
The College of Saint Rose,#119,119,TRUE
St. Thomas Aquinas College,#119,119,TRUE
SUNY Buffalo State University,#119,119,TRUE
Inter American University of Puerto Rico--Metropolitan Campus,#120,120,TRUE
Lourdes University,#120,120,TRUE
Minot State University,#120,120,TRUE
Mississippi Valley State University,#120,120,TRUE
Saginaw Valley State University,#120,120,TRUE
Universidad del Sagrado Corazon,#120,120,TRUE
Chestnut Hill College,#121,121,TRUE
Graceland University,#121,121,TRUE
Hartwick College,#121,121,TRUE
Lindenwood University,#121,121,TRUE
Massachusetts College of Liberal Arts,#121,121,TRUE
Transylvania University,#121,121,TRUE
Trinity Washington University,#121,121,TRUE
Thomas University,#122,122,FALSE
Bay Path University,#123,123,TRUE
Felician University,#123,123,TRUE
Goldey-Beacom College,#123,123,TRUE
Lincoln University (PA),#123,123,TRUE
Mercy University,#123,123,TRUE
Neumann University,#123,123,TRUE
Albion College,#124,124,TRUE
Columbia College Chicago,#124,124,TRUE
Creighton University,#124,124,TRUE
Fairfield University,#124,124,TRUE
Florida International University,#124,124,TRUE
Friends University,#124,124,TRUE
Goucher College,#124,124,TRUE
Hollins University,#124,124,TRUE
Illinois College,#124,124,TRUE
Indiana Tech,#124,124,TRUE
James Madison University,#124,124,TRUE
Marian University (WI),#124,124,TRUE
Millsaps College,#124,124,TRUE
Newman University,#124,124,TRUE
Saint Vincent College,#124,124,TRUE
University of Central Florida,#124,124,TRUE
University of Denver,#124,124,TRUE
University of Missouri,#124,124,TRUE
University of Oklahoma,#124,124,TRUE
University of South Carolina,#124,124,TRUE
University of Wisconsin--Superior,#124,124,TRUE
Monmouth College,#129,129,FALSE
Bowie State University,#130,130,TRUE
Coe College,#130,130,TRUE
Eckerd College,#130,130,TRUE
Meredith College,#130,130,TRUE
Plymouth State University,#130,130,TRUE
Roanoke College,#130,130,TRUE
University of Minnesota Morris,#130,130,TRUE
York College--CUNY,#130,130,TRUE
Southwest Baptist University,#131,131,FALSE
Chadron State College,#132,132,FALSE
California State University--Fullerton,#133,133,TRUE
Chapman University,#133,133,TRUE
Davenport University,#133,133,TRUE
Elon University,#133,133,TRUE
Indiana University Southeast,#133,133,TRUE
Maranatha Baptist University,#133,133,TRUE
Miami University--Oxford,#133,133,TRUE
Shawnee State University,#133,133,TRUE
University at Albany--SUNY,#133,133,TRUE
University of Dayton,#133,133,TRUE
University of Houston,#133,133,TRUE
"University of Maryland, Baltimore County",#133,133,TRUE
University of Vermont,#133,133,TRUE
Birmingham-Southern College,#135,135,TRUE
Central College,#135,135,TRUE
Covenant College,#135,135,TRUE
East Stroudsburg University,#135,135,TRUE
Pennsylvania Western University,#135,135,TRUE
Castleton University,#136,136,FALSE
Crown College,#137,137,FALSE
Curry College,#137,137,TRUE
Keuka College,#137,137,TRUE
La Roche University,#137,137,TRUE
Rockford University,#138,138,FALSE
Centenary College,#139,139,TRUE
Franklin College,#139,139,TRUE
Hampshire College,#139,139,TRUE
Northeastern Illinois University,#139,139,FALSE
Presbyterian College,#139,139,TRUE
Purchase College--SUNY,#139,139,TRUE
Salem College,#139,139,TRUE
University of North Carolina Asheville,#139,139,TRUE
Lakeland University,#140,140,TRUE
Missouri Western State University,#140,140,TRUE
Eastern University,#141,141,TRUE
Franklin Pierce University,#141,141,TRUE
Indiana University Northwest,#141,141,TRUE
Lancaster Bible College,#141,141,TRUE
Missouri Southern State University,#141,141,TRUE
Clarkson University,#142,142,TRUE
Clark University,#142,142,TRUE
Lake Erie College,#142,142,FALSE
Loyola University Chicago,#142,142,TRUE
Oregon State University,#142,142,TRUE
Thomas Jefferson University,#142,142,TRUE
University of Alabama at Birmingham,#142,142,TRUE
University of Cincinnati,#142,142,TRUE
University of the Pacific,#142,142,TRUE
Virginia Commonwealth University,#142,142,TRUE
Delaware Valley University,#143,143,TRUE
New Jersey City University,#143,143,TRUE
Cairn University,#144,144,TRUE
University of Southern Maine,#144,144,TRUE
Black Hills State University,#145,145,TRUE
Tiffin University,#145,145,TRUE
Albright College,#146,146,TRUE
Concordia College--Moorhead,#146,146,TRUE
Fisk University,#146,146,TRUE
Houghton University,#146,146,TRUE
Ripon College,#146,146,TRUE
Thomas College,#146,146,FALSE
University of New Hampshire at Manchester,#146,146,TRUE
Midland University,#147,147,FALSE
Ohio Christian University,#148,148,TRUE
Peru State College,#148,148,TRUE
Rosemont College,#148,148,TRUE
University of the District of Columbia,#148,148,TRUE
Wilson College,#150,150,FALSE
Colorado State University,#151,151,TRUE
DePaul University,#151,151,TRUE
Duquesne University,#151,151,TRUE
Michigan Technological University,#151,151,TRUE
Seton Hall University,#151,151,TRUE
Simmons University,#151,151,TRUE
University of Kansas,#151,151,TRUE
University of Rhode Island,#151,151,TRUE
Emmanuel College,#152,152,TRUE
Wells College,#152,152,TRUE
Wittenberg University,#152,152,TRUE
University of Mary Washington,#154,154,FALSE
Aquinas College,#156,156,TRUE
College of the Atlantic,#156,156,TRUE
Wartburg College,#156,156,TRUE
Bethany Lutheran College,#159,159,TRUE
Claflin University,#159,159,TRUE
Dillard University,#159,159,TRUE
Stockton University,#159,159,TRUE
University of Kentucky,#159,159,TRUE
University of Massachusetts--Lowell,#159,159,TRUE
University of Nebraska -- Lincoln,#159,159,TRUE
Adelphi University,#163,163,TRUE
Gordon College,#163,163,TRUE
Montclair State University,#163,163,TRUE
Oglethorpe University,#163,163,TRUE
Rowan University,#163,163,TRUE
Seattle University,#163,163,TRUE
St. John's University (NY),#163,163,TRUE
University of Mississippi,#163,163,TRUE
University of St. Thomas (MN),#163,163,TRUE
Westminster College (MO),#164,164,FALSE
Randolph College,#165,165,TRUE
University of Virginia--Wise,#165,165,TRUE
Bridgewater College,#167,167,TRUE
Guilford College,#167,167,TRUE
The King's College,#167,167,TRUE
Lyon College,#167,167,TRUE
University of Puerto Rico--Cayey,#167,167,TRUE
California State University--San Bernardino,#170,170,TRUE
Florida A&M University,#170,170,TRUE
Kansas State University,#170,170,TRUE
Mercer University,#170,170,TRUE
Quinnipiac University,#170,170,TRUE
The University of Alabama,#170,170,TRUE
University of Hawaii at Manoa,#170,170,TRUE
University of La Verne,#170,170,TRUE
Johnson C. Smith University,#172,172,TRUE
Maryville College,#172,172,TRUE
Bryn Athyn College of the New Church,#174,174,TRUE
Marymount Manhattan College,#174,174,TRUE
Simpson University,#174,174,TRUE
Virginia Wesleyan University,#174,174,TRUE
The Catholic University of America,#178,178,TRUE
Drake University,#178,178,TRUE
Oakwood University,#178,178,TRUE
Ohio University,#178,178,TRUE
Ouachita Baptist University,#178,178,TRUE
San Francisco State University,#178,178,TRUE
University of Arkansas,#178,178,TRUE
University of North Carolina--Charlotte,#178,178,TRUE
Washington State University,#178,178,TRUE
Bennett College,#180,180,TRUE
Sweet Briar College,#180,180,TRUE
Tougaloo College,#181,181,FALSE
Ave Maria University,#182,182,TRUE
Cheyney University of Pennsylvania,#182,182,TRUE
Medgar Evers College--CUNY,#182,182,TRUE
Bradley University,#185,185,TRUE
"California State University, Fresno",#185,185,TRUE
Hofstra University,#185,185,TRUE
Louisiana State University--Baton Rouge,#185,185,TRUE
Missouri University of Science and Technology,#185,185,TRUE
Oklahoma State University,#185,185,TRUE
Samford University,#185,185,TRUE
St. John Fisher University,#185,185,TRUE
University of Detroit Mercy,#185,185,TRUE
University of Idaho,#185,185,TRUE
East Carolina University,#195,195,TRUE
Russell Sage College,#195,195,TRUE
Touro University,#195,195,TRUE
University of Louisville,#195,195,TRUE
"University of Nevada, Reno",#195,195,TRUE
University of Tulsa,#195,195,TRUE
Indiana University-Purdue University--Indianapolis,#201,201,TRUE
La Salle University,#201,201,TRUE
The New School,#201,201,TRUE
Robert Morris University,#201,201,TRUE
University of North Carolina--Wilmington,#201,201,TRUE
Valparaiso University,#201,201,TRUE
Wayne State University,#201,201,TRUE
Xavier University,#201,201,TRUE
Chatham University,#209,209,TRUE
Florida Atlantic University,#209,209,TRUE
Illinois State University,#209,209,TRUE
Pacific University,#209,209,TRUE
Sacred Heart University,#209,209,TRUE
University of Massachusetts--Dartmouth,#209,209,TRUE
West Chester University of Pennsylvania,#209,209,TRUE
Ball State University,#216,216,TRUE
The College of St. Scholastica,#216,216,TRUE
Mississippi State University,#216,216,TRUE
Springfield College,#216,216,TRUE
St. Catherine University,#216,216,TRUE
Texas Tech University,#216,216,TRUE
University of Massachusetts--Boston,#216,216,TRUE
University of North Carolina at Greensboro,#216,216,TRUE
University of St. Thomas (TX),#216,216,TRUE
University of Wyoming,#216,216,TRUE
West Virginia University,#216,216,TRUE
Georgia State University,#227,227,TRUE
Kent State University,#227,227,TRUE
Misericordia University,#227,227,TRUE
Nova Southeastern University,#227,227,TRUE
University of Alabama at Huntsville,#227,227,TRUE
University of Texas Rio Grande Valley,#227,227,TRUE
Western Carolina University,#227,227,TRUE
Widener University,#227,227,TRUE
Grand Valley State University,#235,235,FALSE
Azusa Pacific University,#236,236,TRUE
Belmont University,#236,236,TRUE
Bethel University (MN),#236,236,TRUE
Biola University,#236,236,TRUE
Gallaudet University,#236,236,TRUE
Lipscomb University,#236,236,TRUE
University of Colorado Denver,#236,236,TRUE
University of New Mexico,#236,236,TRUE
University of North Dakota,#236,236,TRUE
University of North Florida,#236,236,TRUE
The University of Texas at Arlington,#236,236,TRUE
Western New England University,#236,236,TRUE
Keiser University,#249,249,TRUE
Maryville University of St. Louis,#249,249,TRUE
North Dakota State University,#249,249,TRUE
Northern Arizona University,#249,249,TRUE
Pace University,#249,249,TRUE
Sam Houston State University,#249,249,TRUE
Suffolk University,#249,249,TRUE
Tennessee Tech University,#249,249,TRUE
Union University,#249,249,TRUE
University of Maine,#249,249,TRUE
University of Wisconsin--La Crosse,#249,249,TRUE
Central Michigan University,#260,260,TRUE
Gannon University,#260,260,TRUE
Gwynedd Mercy University,#260,260,TRUE
Loyola University New Orleans,#260,260,TRUE
Regis University,#260,260,TRUE
University of Missouri--St. Louis,#260,260,TRUE
University of New England,#260,260,TRUE
University of North Texas,#260,260,TRUE
Winston-Salem State University,#260,260,TRUE
Florida Institute of Technology,#269,269,TRUE
George Fox University,#269,269,TRUE
Lincoln Memorial University,#269,269,TRUE
Northern Illinois University,#269,269,TRUE
Seattle Pacific University,#269,269,TRUE
University of Memphis,#269,269,TRUE
University of Missouri--Kansas City,#269,269,TRUE
"University of Nevada, Las Vegas",#269,269,TRUE
University of South Dakota,#269,269,TRUE
Utah State University,#269,269,TRUE
Wilkes University,#269,269,TRUE
Bellarmine University,#280,280,TRUE
Bowling Green State University,#280,280,TRUE
California State University--East Bay,#280,280,TRUE
Clarke University,#280,280,TRUE
DeSales University,#280,280,TRUE
Hampton University,#280,280,TRUE
Immaculata University,#280,280,TRUE
Marian University (IN),#280,280,TRUE
North Carolina Agricultural and Technical State University,#280,280,TRUE
Oklahoma City University,#280,280,TRUE
Old Dominion University,#280,280,TRUE
Portland State University,#280,280,TRUE
Southern Illinois University--Carbondale,#280,280,TRUE
Texas State University,#280,280,TRUE
University of St. Francis,#280,280,TRUE
University of Texas at San Antonio,#280,280,TRUE
University of Toledo,#280,280,TRUE
Alvernia University,#296,296,TRUE
Edgewood College,#296,296,TRUE
New Mexico State University,#296,296,TRUE
Saint Mary's University of Minnesota,#296,296,TRUE
South Dakota State University,#296,296,TRUE
Southeastern Baptist Theological Seminary,#296,296,TRUE
University of the Incarnate Word,#296,296,TRUE
Aurora University,#303,303,TRUE
Montana State University,#303,303,TRUE
Concordia University Wisconsin,#304,304,TRUE
Ferris State University,#304,304,TRUE
Florida Gulf Coast University,#304,304,TRUE
Harding University,#304,304,TRUE
Louisiana Tech University,#304,304,TRUE
Middle Tennessee State University,#304,304,TRUE
Oakland City University,#304,304,TRUE
Radford University,#304,304,TRUE
Shenandoah University,#304,304,TRUE
University of Hartford,#304,304,TRUE
University of Houston--Clear Lake,#304,304,TRUE
University of Indianapolis,#304,304,TRUE
University of Nebraska Omaha,#304,304,TRUE
The University of Texas at El Paso,#304,304,TRUE
Western Michigan University,#304,304,TRUE
Abilene Christian University,#320,320,TRUE
Andrews University,#320,320,TRUE
Campbell University,#320,320,TRUE
Cleveland State University,#320,320,TRUE
D'Youville University,#320,320,TRUE
East Tennessee State University,#320,320,TRUE
Indiana University of Pennsylvania,#320,320,TRUE
Kean University,#320,320,TRUE
Marymount University,#320,320,TRUE
St. Ambrose University,#320,320,TRUE
University of Puerto Rico--Rio Piedras,#320,320,TRUE
Augusta University,#332,332,TRUE
Boise State University,#332,332,TRUE
Marshall University,#332,332,TRUE
The Master's University and Seminary,#332,332,TRUE
Morgan State University,#332,332,TRUE
Oakland University,#332,332,TRUE
Southern Illinois University Edwardsville,#332,332,TRUE
Texas Woman's University,#332,332,TRUE
University of Findlay,#332,332,TRUE
University of Wisconsin--Milwaukee,#332,332,TRUE
University of Wisconsin--Oshkosh,#332,332,TRUE
Wichita State University,#332,332,TRUE
Lesley University,#342,342,TRUE
Missouri State University,#342,342,TRUE
Baker University,#345,345,TRUE
Concordia University -- Irvine,#345,345,TRUE
Daemen University,#345,345,TRUE
University of Louisiana at Lafayette,#345,345,TRUE
University of Lynchburg,#345,345,TRUE
University of Tennessee at Chattanooga,#345,345,TRUE
Eastern Kentucky University,#352,352,TRUE
Georgia Southern University,#352,352,TRUE
Point Park University,#352,352,TRUE
Texas A&M University--Kingsville,#352,352,TRUE
University of Hawaii at Hilo,#352,352,TRUE
University of Northern Colorado,#352,352,TRUE
University of Southern Mississippi,#352,352,TRUE
Walsh University,#352,352,TRUE
Gardner-Webb University,#356,356,TRUE
William Carey University,#356,356,TRUE
Arkansas State University,#361,361,TRUE
Carson-Newman University,#361,361,TRUE
Clark Atlanta University,#361,361,TRUE
Husson University,#361,361,TRUE
The University of Akron,#361,361,TRUE
University of Montana,#361,361,TRUE
The University of Texas at Tyler,#361,361,TRUE
Western Kentucky University,#361,361,TRUE
Dominican University New York,#369,369,TRUE
Long Island University,#369,369,TRUE
Mississippi College,#369,369,TRUE
Regent University,#369,369,TRUE
Texas A&M University--Commerce,#369,369,TRUE
University of Louisiana at Monroe,#369,369,TRUE
"University of Maryland, Eastern Shore",#369,369,TRUE
Dallas Baptist University,#376,376,TRUE
Eastern Michigan University,#376,376,TRUE
Mount St. Joseph University,#376,376,TRUE
Tarleton State University,#376,376,TRUE
University of Mary,#376,376,TRUE
Wingate University,#376,376,TRUE
Pontifical Catholic University of Puerto Rico--Ponce,#380,380,FALSE
Indiana State University,#382,382,TRUE
Northern Kentucky University,#382,382,TRUE
Palm Beach Atlantic University,#382,382,TRUE
Trevecca Nazarene University,#382,382,TRUE
University of South Alabama,#382,382,TRUE
University of West Georgia,#382,382,TRUE
University of Alaska--Fairbanks,#389,389,TRUE
University of Bridgeport,#389,389,TRUE
Roosevelt University,#390,390,TRUE
Saint Leo University,#390,390,TRUE
University of Arkansas at Little Rock,#390,390,TRUE
University of Michigan--Flint,#390,390,TRUE
